startHoleTime,AveRotPressure,drilledMeters,rigSerial,endHoleTime,AvePenetrRate,status,AveDampPressure,AveFlushPressure,reDrillStatus,holeID,Software,currentShift,AvePercPressure,AveFeedPressure
01/02/2025 22:37,38.273577777777774,4.683,0,01/02/2025 22:43,1.4792,Success,0,16.06566666666667,0,101,6.28.1,2025-02-01 N,16.06566666666667,40.07988888888889
01/02/2025 22:46,39.370063829787235,4.837,0,01/02/2025 22:51,1.4248085106382977,Success,0,15.578297872340425,0,102,6.28.1,2025-02-01 N,15.578297872340425,40.41740425531915
01/02/2025 23:03,38.03108163265306,5.141,0,01/02/2025 23:13,1.21,Success,0,15.964285714285714,0,104,6.28.1,2025-02-01 N,15.964285714285714,48.173204081632655
01/02/2025 23:27,39.69068085106383,4.837,0,01/02/2025 23:34,1.2745531914893615,Success,0,15.710744680851063,0,106,6.28.1,2025-02-01 N,15.710744680851063,40.65674468085106
01/02/2025 23:36,38.717999999999996,4.812,0,01/02/2025 23:37,1.5867777777777778,Success,0,13.166666666666666,0,107,6.28.1,2025-02-01 N,13.166666666666666,38.19888888888889
01/02/2025 23:58,40.71710869565218,4.859,0,02/02/2025 00:04,1.712913043478261,Success,0,16.324891304347826,0,108,6.28.1,2025-02-01 N,16.324891304347826,40.48
02/02/2025 00:07,42.20742553191489,4.929,0,02/02/2025 00:14,1.7751702127659577,Success,0,14.364574468085106,0,109,6.28.1,2025-02-01 N,14.364574468085106,45.30368085106383
02/02/2025 00:17,40.15173469387755,5.088,0,02/02/2025 00:22,1.5102857142857145,Success,0,16.096530612244898,0,110,6.28.1,2025-02-01 N,16.096530612244898,41.08008163265306
02/02/2025 00:26,39.0486875,5.351,0,02/02/2025 00:33,2.142583333333333,Success,0,15.301250000000001,0,111,6.28.1,2025-02-01 N,15.301250000000001,39.30133333333333
02/02/2025 01:33,42.911840000000005,5.271,0,02/02/2025 01:45,1.79704,Success,0,15.829500000000001,0,112,6.28.1,2025-02-01 N,15.829500000000001,41.07822
02/02/2025 01:56,43.16324074074074,5.592,0,02/02/2025 02:02,1.3237407407407407,Success,0,16.336666666666666,0,113,6.28.1,2025-02-01 N,16.336666666666666,40.95261111111111
02/02/2025 02:23,41.02371153846154,5.374,0,02/02/2025 02:29,1.2313653846153847,Success,0,16.544711538461538,0,115,6.28.1,2025-02-01 N,16.544711538461538,41.57844230769231
02/02/2025 02:42,41.51098039215686,5.305,0,02/02/2025 02:48,1.4621764705882352,Success,0,16.31970588235294,0,117,6.28.1,2025-02-01 N,16.31970588235294,41.39911764705882
02/02/2025 02:51,40.7546,5.317,0,02/02/2025 02:57,1.37098,Success,0,17.2344,0,118,6.28.1,2025-02-01 N,17.2344,41.023500000000006
02/02/2025 03:00,40.71498076923077,5.411,0,02/02/2025 03:06,1.38725,Success,0,16.658076923076923,0,119,6.28.1,2025-02-01 N,16.658076923076923,41.23057692307692
02/02/2025 03:10,39.86513461538462,5.355,0,02/02/2025 03:16,1.3507692307692307,Success,0,16.01221153846154,0,120,6.28.1,2025-02-01 N,16.01221153846154,40.179826923076924
02/02/2025 03:20,42.048634615384614,5.404,0,02/02/2025 03:27,1.5981346153846152,Success,0,15.827884615384615,0,121,6.28.1,2025-02-01 N,15.827884615384615,40.866807692307695
02/02/2025 03:29,41.48278431372549,5.276,0,02/02/2025 03:36,1.3291960784313726,Success,0,16.82676470588235,0,122,6.28.1,2025-02-01 N,16.82676470588235,41.542313725490196
02/02/2025 03:39,40.053836734693874,5.151,0,02/02/2025 03:45,1.4256530612244898,Success,0,16.58204081632653,0,123,6.28.1,2025-02-01 N,16.58204081632653,40.89983673469388
02/02/2025 03:48,41.89214285714286,5.064,0,02/02/2025 03:59,1.448,Success,0,15.702857142857145,0,124,6.28.1,2025-02-01 N,15.702857142857145,41.340163265306124
02/02/2025 04:02,40.26842,5.159,0,02/02/2025 04:09,1.3847399999999999,Success,0,16.0224,0,125,6.28.1,2025-02-01 N,16.0224,40.97424
02/02/2025 04:11,41.36866,5.205,0,02/02/2025 04:18,1.47426,Success,0,16.0356,0,126,6.28.1,2025-02-01 N,16.0356,40.327220000000004
02/02/2025 04:23,40.801833333333335,5.325,0,02/02/2025 04:26,1.2371666666666667,Success,0,14.0675,0,127,6.28.1,2025-02-01 N,14.0675,38.39370833333333
02/02/2025 04:43,42.610692307692304,5.415,0,02/02/2025 04:49,1.4095961538461539,Success,0,16.65576923076923,0,128,6.28.1,2025-02-01 N,16.65576923076923,41.66225
02/02/2025 04:52,40.6353,5.217,0,02/02/2025 04:58,1.26512,Success,0,16.3494,0,129,6.28.1,2025-02-01 N,16.3494,41.399480000000004
02/02/2025 05:04,40.570673469387756,5.14,0,02/02/2025 05:10,1.4801428571428572,Success,0,16.381836734693877,0,130,6.28.1,2025-02-01 N,16.381836734693877,41.15724489795918
02/02/2025 05:13,40.299734693877554,5.101,0,02/02/2025 05:18,1.4761020408163263,Success,0,16.01816326530612,0,131,6.28.1,2025-02-01 N,16.01816326530612,40.78475510204082
02/02/2025 05:22,41.72377551020408,5.145,0,02/02/2025 05:27,1.4776326530612245,Success,0,16.381836734693877,0,132,6.28.1,2025-02-01 N,16.381836734693877,41.65726530612245
02/02/2025 05:30,39.11321276595744,5.231,0,02/02/2025 05:35,3.189468085106383,Success,0,15.604468085106383,0,133,6.28.1,2025-02-01 N,15.604468085106383,39.18531914893617
02/02/2025 05:41,39.94850980392157,5.362,0,02/02/2025 05:46,1.5430588235294118,Success,0,16.545882352941177,0,134,6.28.1,2025-02-01 N,16.545882352941177,40.65649019607844
