rigSerial,startHoleTime,endHoleTime,currentShift,software,holeID,drilledMeters,penRate,overDrill,spatialInaccuracy,bitDiameter,GPS,posMode,anchorMode,collarMode,drillMode,activationMode,borderHoleFlag,status
RigNumber,02/02/2025 13:41,02/02/2025 13:46,2025-02-02 D,6.28.1,160,4.17206975,0.022111,0.312,0.069856997,165,1,None,None,None,1,None,0,Success
RigNumber,02/02/2025 16:11,02/02/2025 18:26,2025-02-02 D,6.28.1,161,11.72177636,0,-10000,-10000,165,1,None,None,None,0,None,1,Fail
RigNumber,02/02/2025 18:44,02/02/2025 19:08,2025-02-02 N,6.28.1,162,13.26486344,0.034331,0.864,0.017,203,1,None,None,None,1,None,1,Success
RigNumber,02/02/2025 19:24,02/02/2025 19:41,2025-02-02 N,6.28.1,163,13.13321335,0,0.863,0.045,203,1,None,None,None,1,None,1,Success
RigNumber,02/02/2025 19:49,02/02/2025 20:03,2025-02-02 N,6.28.1,164,13.10653844,0.037768,0.833,0.009055385,203,1,None,None,None,1,None,1,Success
RigNumber,02/02/2025 20:08,02/02/2025 20:41,2025-02-02 N,6.28.1,165,13.25365783,0.040243,0.877,0.069856996,203,1,None,None,None,1,None,0,Success
RigNumber,02/02/2025 20:47,02/02/2025 21:36,2025-02-02 N,6.28.1,166,13.08283773,0.039051,0.818,0.060008332,203,1,None,None,None,1,None,1,Success
RigNumber,02/02/2025 21:41,02/02/2025 22:02,2025-02-02 N,6.28.1,167,13.0018904,0.041976,0.825,0.021377558,203,1,None,None,None,1,None,0,Success
RigNumber,02/02/2025 22:06,02/02/2025 22:22,2025-02-02 N,6.28.1,168,13.0268794,0.041043,0.851,0.01640122,203,1,None,None,None,1,None,1,Success
RigNumber,02/02/2025 22:29,02/02/2025 22:44,2025-02-02 N,6.28.1,169,13.157905,0.038309,0.817,0.034132096,203,1,None,None,None,1,None,0,Success
RigNumber,02/02/2025 22:48,02/02/2025 23:09,2025-02-02 N,6.28.1,170,13.15709003,0.03898,0.814,0.015132746,203,1,None,None,None,1,None,0,Success
RigNumber,02/02/2025 23:24,02/02/2025 23:53,2025-02-02 N,6.28.1,171,12.97160719,0.040288,0.769,0.029966648,203,0,None,None,None,1,None,1,Fail
RigNumber,02/02/2025 23:57,03/02/2025 00:18,2025-02-02 N,6.28.1,172,13.1712819,0.044432,0.895,0.014422204,203,1,None,None,None,1,None,1,Success
RigNumber,03/02/2025 00:27,03/02/2025 01:07,2025-02-02 N,6.28.1,173,13.34191924,0.037952,0.912,0.018601076,203,1,None,None,None,1,None,1,Success
RigNumber,03/02/2025 02:42,03/02/2025 03:18,2025-02-02 N,6.28.1,174,13.28914881,0.041992,0.873,1.669215684,203,1,None,None,None,1,None,0,Success
RigNumber,03/02/2025 03:23,03/02/2025 03:46,2025-02-02 N,6.28.1,175,13.25472942,0.040461,0.932,0.036400549,203,1,None,None,None,1,None,0,Success
RigNumber,03/02/2025 03:50,03/02/2025 04:06,2025-02-02 N,6.28.1,176,13.18542392,0.03819,0.814,0.048600411,203,1,None,None,None,1,None,0,Success
RigNumber,03/02/2025 04:17,03/02/2025 04:31,2025-02-02 N,6.28.1,177,13.083678,0.038705,0.811,0.02596151,203,1,None,None,None,1,None,0,Success
RigNumber,03/02/2025 04:36,03/02/2025 04:50,2025-02-02 N,6.28.1,178,10.94415798,0,-1.39,0.057314919,203,1,None,None,None,0,None,1,Fail
RigNumber,03/02/2025 08:06,03/02/2025 08:21,2025-02-03 D,6.28.1,179,13.24273601,0.034503,0.81,0.072006945,203,1,None,None,None,1,None,1,Success
RigNumber,03/02/2025 08:26,03/02/2025 08:39,2025-02-03 D,6.28.1,180,13.31615091,0.037428,0.85,0.036878178,203,1,None,None,None,1,None,0,Success
RigNumber,03/02/2025 08:43,03/02/2025 09:09,2025-02-03 D,6.28.1,181,13.35521325,0.042096,0.877,0.051662365,203,1,None,None,None,1,None,0,Success
RigNumber,03/02/2025 09:23,03/02/2025 09:36,2025-02-03 D,6.28.1,182,7.901937168,0,-4.461,0.081688433,203,1,None,None,None,0,None,0,Fail
RigNumber,03/02/2025 10:45,03/02/2025 11:12,2025-02-03 D,6.28.1,183,14.90505193,0.080139,2.591,0.073600272,203,1,None,None,None,1,None,0,Success
RigNumber,03/02/2025 14:20,03/02/2025 14:23,2025-02-03 D,6.28.1,184,0.781184997,0,-11.561,0.054129474,203,1,None,None,None,0,None,0,Fail
RigNumber,03/02/2025 19:47,03/02/2025 19:59,2025-02-03 N,6.28.1,185,7.216354273,0,-4.307,7.033932898,203,1,None,None,None,0,None,0,Fail
RigNumber,03/02/2025 21:17,03/02/2025 21:51,2025-02-03 N,6.28.1,186,13.38690099,0.039436,0.83,0.039357337,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 07:50,05/02/2025 07:59,2025-02-05 D,6.28.1,187,5.801136527,0.019032,-10000,-10000,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 08:02,05/02/2025 08:09,2025-02-05 D,6.28.1,188,5.817770879,0.020661,0.8,0.030016662,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 08:12,05/02/2025 08:18,2025-02-05 D,6.28.1,189,5.830052315,0.022417,0.822,0.036400549,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 08:21,05/02/2025 08:26,2025-02-05 D,6.28.1,190,5.826886476,0.025633,0.817,0.008062258,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 08:29,05/02/2025 08:34,2025-02-05 D,6.28.1,191,5.871702053,0.026769,0.83,0.008544004,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 08:36,05/02/2025 08:45,2025-02-05 D,6.28.1,192,5.925420323,0.027061,0.84,0.014035669,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 08:48,05/02/2025 08:54,2025-02-05 D,6.28.1,193,5.914834064,0.025245,0.813,0.035171011,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 08:56,05/02/2025 09:02,2025-02-05 D,6.28.1,194,5.904472203,0.02604,0.822,0.024020824,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 09:04,05/02/2025 09:17,2025-02-05 D,6.28.1,195,5.845642993,0.013919,0.828,0.008246212,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 09:20,05/02/2025 09:25,2025-02-05 D,6.28.1,196,5.863007078,0.028019,0.85,0.018788294,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 09:28,05/02/2025 09:33,2025-02-05 D,6.28.1,197,5.920940804,0.027252,0.836,0.034785054,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 09:36,05/02/2025 09:41,2025-02-05 D,6.28.1,198,5.910815511,0.025208,0.85,0.069,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 09:44,05/02/2025 09:50,2025-02-05 D,6.28.1,199,5.932699217,0.023773,0.83,0.02184033,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 09:52,05/02/2025 09:58,2025-02-05 D,6.28.1,200,6.024023074,0.024302,0.823,0.047927028,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 10:01,05/02/2025 10:07,2025-02-05 D,6.28.1,201,6.088983659,0.024176,0.832,0.028160256,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 10:09,05/02/2025 10:16,2025-02-05 D,6.28.1,202,6.111829922,0.021902,0.829,0.035510562,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 10:18,05/02/2025 10:25,2025-02-05 D,6.28.1,203,6.049372943,0.020801,0.817,0.038052596,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 10:27,05/02/2025 10:42,2025-02-05 D,6.28.1,204,6.062933366,0.023735,0.812,0.046529561,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 10:44,05/02/2025 10:50,2025-02-05 D,6.28.1,205,5.937016086,0.022643,0.846,0.023086793,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 10:53,05/02/2025 11:00,2025-02-05 D,6.28.1,206,5.937806582,0.020546,0.811,0.070092796,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 11:02,05/02/2025 11:09,2025-02-05 D,6.28.1,207,5.941885728,0.020271,0.814,0.028635642,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 11:12,05/02/2025 11:18,2025-02-05 D,6.28.1,208,5.946280014,0.021606,0.822,0.042011903,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 11:20,05/02/2025 11:27,2025-02-05 D,6.28.1,209,5.91538249,0.021652,0.828,0.056035703,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 12:17,05/02/2025 12:24,2025-02-05 D,6.28.1,210,5.746127914,0.01865,0.788,0.086371292,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 12:26,05/02/2025 12:32,2025-02-05 D,6.28.1,211,5.818701573,0.021794,0.851,0.030413812,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 12:35,05/02/2025 12:41,2025-02-05 D,6.28.1,212,5.784423913,0.023075,0.808,0.026870057,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 12:44,05/02/2025 12:49,2025-02-05 D,6.28.1,213,5.813598025,0.027083,0.842,0.022472205,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 12:51,05/02/2025 12:57,2025-02-05 D,6.28.1,214,5.885073491,0.023181,0.836,0.013,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 13:00,05/02/2025 13:05,2025-02-05 D,6.28.1,215,5.908813502,0.024448,0.833,0.063007936,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 13:08,05/02/2025 13:13,2025-02-05 D,6.28.1,216,5.881736648,0.026127,0.836,0.012165525,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 13:16,05/02/2025 13:21,2025-02-05 D,6.28.1,217,5.842805576,0.027023,0.855,0.03959798,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 13:32,05/02/2025 13:37,2025-02-05 D,6.28.1,218,5.854857129,0.023926,0.879,0.016552945,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 13:40,05/02/2025 13:45,2025-02-05 D,6.28.1,219,5.799609728,0.027148,0.843,0.030149627,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 13:47,05/02/2025 13:53,2025-02-05 D,6.28.1,220,5.848130385,0.026492,0.839,0.048259714,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 13:55,05/02/2025 14:01,2025-02-05 D,6.28.1,221,5.925953847,0.025171,0.813,0.036138622,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 14:03,05/02/2025 14:10,2025-02-05 D,6.28.1,222,5.998305594,0.021142,0.806,0.055081758,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 14:13,05/02/2025 14:20,2025-02-05 D,6.28.1,223,6.031859663,0.020347,0.824,0.048373547,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 14:22,05/02/2025 14:29,2025-02-05 D,6.28.1,224,5.996855176,0.020098,0.858,0.01118034,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 14:32,05/02/2025 14:38,2025-02-05 D,6.28.1,225,6.04500794,0.021036,0.84,0.054083269,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 14:41,05/02/2025 14:47,2025-02-05 D,6.28.1,226,5.995155711,0.021857,0.837,0.058694123,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 14:49,05/02/2025 14:55,2025-02-05 D,6.28.1,227,5.954788073,0.022026,0.804,0.048414874,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 14:58,05/02/2025 15:04,2025-02-05 D,6.28.1,228,5.955668057,0.021996,0.805,0.049739321,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 15:07,05/02/2025 15:13,2025-02-05 D,6.28.1,229,6.00986697,0.022366,0.85,0.036345564,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 15:15,05/02/2025 15:21,2025-02-05 D,6.28.1,230,5.92786184,0.021856,0.841,0.042520583,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 15:24,05/02/2025 15:30,2025-02-05 D,6.28.1,231,5.904830311,0.021664,0.803,0.041785165,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 15:33,05/02/2025 15:39,2025-02-05 D,6.28.1,232,5.921891083,0.022367,0.835,0.057428216,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 15:46,05/02/2025 15:53,2025-02-05 D,6.28.1,233,5.831724531,0.018781,0.82,0.100448992,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 15:56,05/02/2025 16:03,2025-02-05 D,6.28.1,234,5.796680861,0.017701,0.854,0.031400637,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 16:05,05/02/2025 16:10,2025-02-05 D,6.28.1,235,5.735754092,0.028516,0.831,0.015811389,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 16:13,05/02/2025 16:19,2025-02-05 D,6.28.1,236,5.800879675,0.021561,0.833,0.030479501,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 16:22,05/02/2025 16:47,2025-02-05 D,6.28.1,237,5.831356703,0.024905,0.862,0.044181444,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 16:49,05/02/2025 16:56,2025-02-05 D,6.28.1,238,5.924991224,0.020033,0.838,0.033734255,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 17:07,05/02/2025 17:12,2025-02-05 D,6.28.1,239,5.896613011,0.023642,0.932,0.078721026,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 17:15,05/02/2025 17:20,2025-02-05 D,6.28.1,240,5.813903422,0.024413,0.799,0.054129474,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 17:30,05/02/2025 17:36,2025-02-05 D,6.28.1,241,5.783656542,0.023603,0.808,0.059439044,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 17:39,05/02/2025 17:44,2025-02-05 D,6.28.1,242,5.858831966,0.023394,0.839,0.048662101,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 17:47,05/02/2025 17:53,2025-02-05 D,6.28.1,243,5.888816265,0.024074,0.83,0.014035669,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 17:55,05/02/2025 18:05,2025-02-05 D,6.28.1,244,5.93473285,0.014101,0.826,0.025238859,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 18:08,05/02/2025 18:14,2025-02-05 N,6.28.1,245,5.97063397,0.022763,0.831,0.032388269,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 18:16,05/02/2025 18:22,2025-02-05 N,6.28.1,246,5.617866588,0.023343,0.426,0.042154478,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 18:25,05/02/2025 18:30,2025-02-05 N,6.28.1,247,5.538953782,0.022678,0.336,0.050289164,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 18:39,05/02/2025 18:44,2025-02-05 N,6.28.1,248,5.494943858,0.021637,0.339,0.049244289,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 18:47,05/02/2025 18:53,2025-02-05 N,6.28.1,249,5.501997274,0.023255,0.306,0.015264337,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 18:55,05/02/2025 19:01,2025-02-05 N,6.28.1,250,5.430934082,0.02195,0.322,0.042953463,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 19:15,05/02/2025 19:21,2025-02-05 N,6.28.1,251,5.419693995,0.022395,0.337,0.003,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 19:24,05/02/2025 19:30,2025-02-05 N,6.28.1,252,5.365614783,0.019755,0.296,0.005,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 19:33,05/02/2025 19:38,2025-02-05 N,6.28.1,253,5.392656581,0.021788,0.353,0.029274562,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 19:41,05/02/2025 19:46,2025-02-05 N,6.28.1,254,5.411965817,0.026587,0.336,0.052201533,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 20:02,05/02/2025 20:08,2025-02-05 N,6.28.1,255,5.359658665,0.02082,0.34,0.03104835,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 20:15,05/02/2025 20:22,2025-02-05 N,6.28.1,256,5.376525737,0.019222,0.346,0.02118962,203,1,None,None,None,1,None,1,Success
RigNumber,05/02/2025 20:24,05/02/2025 20:31,2025-02-05 N,6.28.1,257,5.348003459,0.018396,0.347,0.019104973,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 20:40,05/02/2025 20:47,2025-02-05 N,6.28.1,258,5.340693307,0.017802,0.337,0.015811389,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 20:50,05/02/2025 20:56,2025-02-05 N,6.28.1,259,5.3956918,0.019659,0.376,0.015620499,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 20:58,05/02/2025 21:05,2025-02-05 N,6.28.1,260,5.399933518,0.01901,0.336,0.033837849,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 21:07,05/02/2025 21:13,2025-02-05 N,6.28.1,261,5.353374543,0.021466,0.334,0.026683328,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 21:15,05/02/2025 21:21,2025-02-05 N,6.28.1,262,5.366706066,0.022936,0.332,0.010770329,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 21:23,05/02/2025 21:29,2025-02-05 N,6.28.1,263,5.355772027,0.022975,0.332,0.030870698,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 21:31,05/02/2025 21:36,2025-02-05 N,6.28.1,264,5.374654314,0.025568,0.33,0.034058772,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 21:39,05/02/2025 21:44,2025-02-05 N,6.28.1,265,5.428908638,0.024731,0.32,0.047169906,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 21:47,05/02/2025 21:52,2025-02-05 N,6.28.1,266,5.48562877,0.02593,0.318,0.012083046,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 21:55,05/02/2025 22:00,2025-02-05 N,6.28.1,267,5.530852828,0.023219,0.369,0.020248456,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 22:03,05/02/2025 22:14,2025-02-05 N,6.28.1,268,5.517784157,0.012714,0.333,0.031144823,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 22:16,05/02/2025 22:21,2025-02-05 N,6.28.1,269,5.523783033,0.025773,0.364,0.037202151,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 22:24,05/02/2025 22:30,2025-02-05 N,6.28.1,270,5.471946454,0.022786,0.335,0.026076809,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 22:32,05/02/2025 22:37,2025-02-05 N,6.28.1,271,5.444812302,0.024976,0.342,0.021260291,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 22:40,05/02/2025 22:45,2025-02-05 N,6.28.1,272,5.44280571,0.023445,0.334,0.058830264,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 22:47,05/02/2025 22:53,2025-02-05 N,6.28.1,273,5.451932685,0.021602,0.354,0.058309519,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 23:37,05/02/2025 23:41,2025-02-05 N,6.28.1,274,5.327303445,0.022964,0.642,0.257157539,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 23:44,05/02/2025 23:49,2025-02-05 N,6.28.1,275,5.265823962,0.022286,0.332,0.033600595,203,1,None,None,None,1,None,0,Success
RigNumber,05/02/2025 23:52,05/02/2025 23:57,2025-02-05 N,6.28.1,276,5.344399031,0.022058,0.308,0.044102154,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 00:00,06/02/2025 00:05,2025-02-05 N,6.28.1,277,5.288450246,0.02376,0.326,0.042,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 00:12,06/02/2025 00:18,2025-02-05 N,6.28.1,278,5.360066511,0.017493,0.34,0.065802736,203,1,None,None,None,1,None,1,Success
RigNumber,06/02/2025 00:21,06/02/2025 00:28,2025-02-05 N,6.28.1,279,5.376599762,0.016585,0.336,0.001,203,1,None,None,None,1,None,1,Success
RigNumber,06/02/2025 00:30,06/02/2025 00:36,2025-02-05 N,6.28.1,280,5.324684592,0.017991,0.35,0.048600412,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 00:39,06/02/2025 00:45,2025-02-05 N,6.28.1,281,5.347819275,0.019047,0.32,0.013892444,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 00:47,06/02/2025 00:53,2025-02-05 N,6.28.1,282,5.341032297,0.018955,0.319,0.079056942,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 01:02,06/02/2025 01:07,2025-02-05 N,6.28.1,283,5.32259232,0.022307,0.363,0.038078866,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 01:10,06/02/2025 01:15,2025-02-05 N,6.28.1,284,5.337616135,0.021537,0.302,0.057008771,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 01:18,06/02/2025 01:23,2025-02-05 N,6.28.1,285,5.372509656,0.021916,0.325,0.034669872,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 01:26,06/02/2025 01:30,2025-02-05 N,6.28.1,286,5.398664742,0.027019,0.321,0.015811388,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 01:33,06/02/2025 01:38,2025-02-05 N,6.28.1,287,5.455664487,0.024269,0.329,0.022847319,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 01:40,06/02/2025 01:45,2025-02-05 N,6.28.1,288,5.558184416,0.025555,0.335,0.037107951,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 01:48,06/02/2025 01:53,2025-02-05 N,6.28.1,289,5.609877984,0.024769,0.336,0.041785165,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 01:55,06/02/2025 02:00,2025-02-05 N,6.28.1,290,5.600830028,0.023138,0.343,0.024698178,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 02:03,06/02/2025 02:08,2025-02-05 N,6.28.1,291,5.554182118,0.023803,0.333,0.058591808,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 02:11,06/02/2025 02:15,2025-02-05 N,6.28.1,292,5.517094616,0.024283,0.348,0.056035703,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 02:18,06/02/2025 02:24,2025-02-05 N,6.28.1,293,5.427687261,0.017865,0.298,0.043600459,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 02:27,06/02/2025 02:32,2025-02-05 N,6.28.1,294,5.461702116,0.024761,0.358,0.05186521,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 02:34,06/02/2025 02:39,2025-02-05 N,6.28.1,295,5.47285748,0.023754,0.322,0.038418746,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 02:42,06/02/2025 02:47,2025-02-05 N,6.28.1,296,5.435907008,0.023735,0.328,0.05186521,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 02:49,06/02/2025 02:54,2025-02-05 N,6.28.1,297,5.397829749,0.023269,0.318,0.00781025,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 02:57,06/02/2025 03:02,2025-02-05 N,6.28.1,298,5.347145033,0.024702,0.314,0.033615473,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 03:04,06/02/2025 03:10,2025-02-05 N,6.28.1,299,5.340245968,0.023807,0.333,0.041109609,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 03:17,06/02/2025 03:30,2025-02-05 N,6.28.1,300,5.502243361,0.025987,0.336,0.086162637,203,1,None,None,None,1,None,1,Success
RigNumber,06/02/2025 03:32,06/02/2025 03:39,2025-02-05 N,6.28.1,301,5.418535319,0.016426,0.314,0.034365681,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 03:42,06/02/2025 03:48,2025-02-05 N,6.28.1,302,5.379854552,0.018693,0.361,0.021095023,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 03:50,06/02/2025 03:56,2025-02-05 N,6.28.1,303,5.373914588,0.019275,0.327,0.036796739,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 03:59,06/02/2025 04:04,2025-02-05 N,6.28.1,304,5.450243481,0.021064,0.347,0.062169124,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 04:14,06/02/2025 04:20,2025-02-05 N,6.28.1,305,5.44191198,0.019853,0.342,0.01640122,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 04:23,06/02/2025 04:28,2025-02-05 N,6.28.1,306,5.482792081,0.024385,0.349,0.023769729,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 04:30,06/02/2025 04:35,2025-02-05 N,6.28.1,307,5.554967957,0.022967,0.328,0.050447993,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 04:38,06/02/2025 04:43,2025-02-05 N,6.28.1,308,5.571110302,0.022911,0.307,0.055317267,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 04:58,06/02/2025 05:03,2025-02-05 N,6.28.1,309,5.646037991,0.021707,0.365,0.005000001,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 05:06,06/02/2025 05:11,2025-02-05 N,6.28.1,310,5.625785456,0.024446,0.343,0.045453273,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 05:13,06/02/2025 05:18,2025-02-05 N,6.28.1,311,5.587567091,0.023936,0.327,0.041617304,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 05:21,06/02/2025 05:27,2025-02-05 N,6.28.1,312,5.543701742,0.020678,0.326,0.040496913,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 05:30,06/02/2025 05:35,2025-02-05 N,6.28.1,313,5.497884502,0.024178,0.311,0.058180753,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 05:37,06/02/2025 05:42,2025-02-05 N,6.28.1,314,5.476958462,0.022436,0.347,0.012806249,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 05:45,06/02/2025 05:50,2025-02-05 N,6.28.1,315,5.411766532,0.024683,0.347,0.045122057,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 05:52,06/02/2025 05:57,2025-02-05 N,6.28.1,316,5.346055555,0.02522,0.324,0.049193495,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 06:00,06/02/2025 06:04,2025-02-06 D,6.28.1,317,5.400836232,0.028092,0.361,0.033376639,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 06:46,06/02/2025 06:52,2025-02-06 D,6.28.1,318,5.382814691,0.022008,0.336,0.044407206,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 06:55,06/02/2025 07:00,2025-02-06 D,6.28.1,319,5.361677536,0.025018,0.331,0.008,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 07:02,06/02/2025 07:07,2025-02-06 D,6.28.1,320,5.288678568,0.024785,0.323,0.016492422,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 07:10,06/02/2025 07:14,2025-02-06 D,6.28.1,321,5.230803476,0.025997,0.362,0.034205263,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 07:17,06/02/2025 07:22,2025-02-06 D,6.28.1,322,5.165258561,0.024131,0.328,0.064202804,203,1,None,None,None,1,None,0,Success
