AutoClean,BetweenADIA,AutoNavigationIsActive_C,ReducedFeedForceJacksNotOnGround,MoistureContentCollar,STB State E-Stop,EadJamRpmTimeout,EadLowRpmJamEscape_C,startCycleTime,EadVibrationJamEscape,AutoDrill_C,EadTorqueJamEscape_C,EvBitInGround,AvePercPressure,AutoDrillIsActive,DB_TORQUE_MAX,STB State Local Manual,STB State Remote Autonomous,BZ EndtoSetup,AvePenetrRate,EadJamLowFlushTimeout_C,AveDampPressure,AutoDelevel,penRate,AutoCleanInHole_Count,MaxNoOfJamExceededError,rigSerial,MoistureContentClean,STB State Remote Allocated,JamCount,AutoDrill2Enabled,EadJamRpmTimeout_C,status,AirFlowReturn,EadJamAirPressTimeout,EadAirPressureJamEscape_C,DelayInCycle,EadTorqueJamEscape,RemotePropelEStop2_Manual,AutoDrillIsActive_C,drilledMeters,activationMode,endHoleTime,Software,PropelState,BY HoleTime,EndHoleTimeInADPE,currentShift,endCycleTime,anchorMode,AutoLevel_C,Local,BetweenAD,GPS,DrillState,AutoCleanInHole,STB State Remote Switched,spatialInaccuracy,Jam,software,posMode,EadJamRotationTorqueTimeout,TotalCycleTime,Remote,AutoCollar,EadJamAirPressTimeout_C,bitDiameter,BX DrillToStart,EadLowPenrateJamEscape_C,EadJamVibrationTimeout_C,AutoLevel,Intervention,AveFlushPressure,ManualJacks,AutoDrill,AutoDelevel_C,AveFeedPressure,reDrillStatus,AutoNavigationIsActive,EadJamLowFlushTimeout,AutoRetract,Target_depth,ResetTargetDepth,RemotePropelEStop2_Remote,DB_TORQUE_SET,EadAirPressureJamEscape,EadJamVibrationTimeout,EadLowPenrateJamEscape,DB_RPM_MAX,InterventionCount,MaxNoOfJamExceededError_C,collarMode,ParkState,EadJamRotationTorqueTimeout_C,overDrill,EndHoleTimeInAutoDrill,BA BitToGround,SetupState,AveRotPressure,drillMode,EadVibrationJamEscape_C,startHoleTime,MoistureContentDrill,EadLowRpmJamEscape,borderHoleFlag
111,0,0,0,0,0,0,0,02/02/2025 19:47,0,3,0,0,18.012926829268295,0,0,0,1092,124,2.7667967479674793,0,0,0,0.037768,5,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,13.10653844,None,02/02/2025 20:03,6.28.1,0,840,0,2025-02-02 N,02/02/2025 20:05,None,0,0,1210,1,0,101,0,0.009055385,0,6.28.1,None,0,1092,1092,476,0,203,4,0,0,0,0,18.012926829268295,0,136,0,43.35372357723577,0,0,0,109,0,0,0,0,0,0,0,0,0,0,None,0,0,0.833,0,0,0,45.664731707317074,1,0,02/02/2025 19:49,0,0,1
210,0,0,0,0,0,0,0,02/02/2025 20:05,0,3,0,0,17.156000000000002,0,0,0,1633,124,2.8021866666666666,0,0,0,0.040243,7,0,0,0,273,0,0,0,Success,0,0,0,0,0,0,0,13.25365783,None,02/02/2025 20:41,6.28.1,0,1960,0,2025-02-02 N,02/02/2025 20:44,None,0,389,1718,1,0,200,0,0.069856996,0,6.28.1,None,0,2295,1906,524,0,203,5,0,0,0,0,17.156000000000002,0,138,0,41.13872,0,0,0,402,0,0,0,0,0,0,0,0,0,0,None,0,0,0.877,0,0,0,42.39396,1,0,02/02/2025 20:08,0,0,0
1095,0,0,0,0,0,0,0,02/02/2025 20:44,0,4,0,0,16.7392,0,0,0,2381,187,2.9170666666666665,0,0,0,0.039051,6,0,0,0,960,0,0,0,Success,0,0,0,0,0,0,0,13.08283773,None,02/02/2025 21:36,6.28.1,0,2927,0,2025-02-02 N,02/02/2025 21:39,None,0,0,3601,1,0,1085,0,0.060008332,0,6.28.1,None,0,3341,3341,622,0,203,4,0,0,0,0,16.7392,0,116,0,41.816226666666665,0,0,0,115,0,0,0,0,0,0,0,0,0,0,None,0,0,0.818,0,0,0,42.51332,1,0,02/02/2025 20:47,0,0,1
145,0,0,0,0,0,0,0,02/02/2025 21:39,0,3,0,0,12.138157894736842,0,0,0,1035,124,3.119263157894737,0,0,0,0.041976,4,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,13.0018904,None,02/02/2025 22:02,6.28.1,0,1240,0,2025-02-02 N,02/02/2025 22:04,None,0,1276,1421,1,0,135,0,0.021377558,0,6.28.1,None,0,1496,220,430,0,203,5,0,0,0,0,12.138157894736842,0,129,0,38.57968421052632,0,0,0,110,0,0,0,0,0,0,0,0,0,0,None,0,0,0.825,0,0,0,38.59963157894737,1,0,02/02/2025 21:41,0,0,0
170,0,0,0,0,0,0,0,02/02/2025 22:04,0,3,0,0,18.209877049180328,0,0,0,1245,124,2.9063360655737704,0,0,0,0.041043,6,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,13.0268794,None,02/02/2025 22:22,6.28.1,0,993,0,2025-02-02 N,02/02/2025 22:25,None,0,1245,885,1,0,160,0,0.01640122,0,6.28.1,None,0,1245,0,462,0,203,5,0,0,0,0,18.209877049180328,0,120,0,43.62604918032787,0,0,0,109,0,0,0,0,0,0,0,0,0,0,None,0,0,0.851,0,0,0,45.08968032786885,1,0,02/02/2025 22:06,0,0,1
145,0,0,0,0,0,0,0,02/02/2025 22:25,0,3,0,0,17.579274193548386,0,0,0,1256,124,2.7420887096774194,0,0,0,0.038309,4,0,0,0,24,0,0,0,Success,0,0,0,0,0,0,0,13.157905,None,02/02/2025 22:44,6.28.1,0,885,0,2025-02-02 N,02/02/2025 22:46,None,0,927,1385,1,0,135,0,0.034132096,0,6.28.1,None,0,1280,353,443,0,203,5,0,0,0,0,17.579274193548386,0,144,0,43.27195161290322,0,0,0,111,0,0,0,0,0,0,0,0,0,0,None,0,0,0.817,0,0,0,46.85191935483871,1,0,02/02/2025 22:29,0,0,0
501,0,0,0,0,0,0,0,02/02/2025 22:46,0,3,0,0,18.018720000000002,0,0,0,1541,155,2.789192,0,0,0,0.03898,5,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,13.15709003,None,02/02/2025 23:09,6.28.1,0,1250,0,2025-02-02 N,02/02/2025 23:12,None,0,0,1068,1,0,116,0,0.015132746,0,6.28.1,None,0,1541,1541,565,0,203,7,0,0,0,0,18.018720000000002,0,126,0,43.67832,0,0,0,111,0,0,0,0,0,0,0,0,0,0,None,0,0,0.814,0,0,0,47.644752,1,0,02/02/2025 22:48,0,0,0
1010,0,0,0,0,0,0,0,02/02/2025 23:12,0,4,0,0,17.434625,0,0,0,1416,124,3.1543916666666667,0,0,0,0.040288,6,0,0,0,727,0,0,0,Fail,0,0,0,0,0,0,0,12.97160719,None,02/02/2025 23:53,6.28.1,0,1757,0,2025-02-02 N,02/02/2025 23:56,None,0,1228,2860,0,0,1000,0,0.029966648,0,6.28.1,None,0,2620,1392,523,0,203,4,0,0,0,0,17.434625,0,105,0,41.71240833333333,0,0,0,111,0,0,0,0,0,0,0,0,0,0,None,0,0,0.769,0,0,0,50.94241666666667,1,0,02/02/2025 23:24,0,0,1
285,0,0,0,0,0,0,0,03/02/2025 00:23,0,3,0,0,18.176651785714288,0,0,0,2205,128,2.8765,0,0,0,0.037952,7,0,0,0,72,0,0,0,Success,0,0,0,0,0,0,0,13.34191924,None,03/02/2025 01:07,6.28.1,0,2413,0,2025-02-02 N,03/02/2025 01:10,None,0,1133,2812,1,0,275,0,0.018601076,0,6.28.1,None,0,2780,1647,582,0,203,5,0,0,0,0,18.176651785714288,0,144,0,43.289187500000004,0,0,0,306,0,0,0,0,0,0,0,0,0,0,None,0,0,0.912,0,0,0,46.00197321428571,1,0,03/02/2025 00:27,0,0,1
855,0,0,0,0,0,0,0,03/02/2025 01:10,0,1,0,0,12.745714285714286,0,0,2458,1806,133,2.8698214285714285,0,0,0,0.041992,2,0,0,0,2853,0,0,0,Success,0,0,0,0,0,0,0,13.28914881,None,03/02/2025 03:18,6.28.1,0,2179,0,2025-02-02 N,03/02/2025 03:21,None,0,4873,1213,1,0,855,146,1.669215684,0,6.28.1,None,0,7872,2999,444,0,203,3,0,0,0,0,12.745714285714286,0,29,0,37.30853571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0.873,0,0,0,41.967642857142856,1,0,03/02/2025 02:42,0,0,0
364,0,0,0,0,0,0,0,03/02/2025 03:21,0,3,0,0,17.73384,0,0,0,1648,122,2.9622640000000002,0,0,0,0.040461,6,0,0,0,18,0,0,0,Success,0,0,0,0,0,0,0,13.25472942,None,03/02/2025 03:46,6.28.1,0,1361,0,2025-02-02 N,03/02/2025 03:49,None,0,0,8139,1,0,354,0,0.036400549,0,6.28.1,None,0,1666,1666,501,0,203,5,0,0,0,0,17.73384,0,141,0,43.270455999999996,0,0,0,357,0,0,0,0,0,0,0,0,0,0,None,0,0,0.932,0,0,0,48.602392,1,0,03/02/2025 03:23,0,0,0
132,0,0,0,0,0,0,0,03/02/2025 03:49,0,3,0,0,17.349314516129034,0,0,0,1057,124,2.6621774193548386,0,0,0,0.03819,4,0,0,0,150,0,0,0,Success,0,0,0,0,0,0,0,13.18542392,None,03/02/2025 04:06,6.28.1,0,960,0,2025-02-02 N,03/02/2025 04:09,None,0,0,1466,1,0,122,0,0.048600411,0,6.28.1,None,0,1207,1207,450,0,203,5,0,0,0,0,17.349314516129034,0,139,0,44.02492741935484,0,0,0,109,0,0,0,0,0,0,0,0,0,0,None,0,0,0.814,0,0,0,49.806395161290325,1,0,03/02/2025 03:50,0,0,0
237,0,0,0,0,0,0,0,03/02/2025 04:09,0,3,0,0,18.05060975609756,0,0,0,1122,124,2.7001463414634146,0,0,0,0.038705,4,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,13.083678,None,03/02/2025 04:31,6.28.1,0,864,0,2025-02-02 N,03/02/2025 04:34,None,0,1419,1273,1,0,227,0,0.02596151,0,6.28.1,None,0,1503,84,450,0,203,5,0,0,0,0,18.05060975609756,0,134,0,44.273837398373985,0,0,0,109,0,0,0,0,0,0,0,0,0,0,None,0,0,0.811,0,0,0,49.324203252032525,1,0,03/02/2025 04:17,0,0,0
238,0,0,0,0,0,0,0,03/02/2025 04:34,0,2,0,0,17.528009708737866,0,0,3313,2940,9330,2.851466019417476,0,0,0,0,2,0,0,0,2602,0,0,0,Fail,0,0,0,0,0,0,0,10.94415798,None,03/02/2025 04:50,6.28.1,0,848,0,2025-02-02 N,03/02/2025 07:25,None,0,5751,1102,1,0,238,9,0.057314919,0,6.28.1,None,0,10295,4544,430,0,203,5,0,0,0,0,17.528009708737866,0,105,0,42.39617475728155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,-1.39,0,0,0,47.19406796116505,0,0,03/02/2025 04:36,0,0,1
224,0,0,0,0,0,0,0,03/02/2025 07:25,0,3,0,0,16.22784,0,0,1846,1248,124,2.522904,0,0,0,0.034503,4,0,0,0,155,0,0,0,Success,0,0,0,0,0,0,0,13.24273601,None,03/02/2025 08:21,6.28.1,0,906,0,2025-02-03 D,03/02/2025 08:24,None,0,2102,12516,1,0,214,0,0.072006945,0,6.28.1,None,0,3505,1403,474,0,203,5,0,0,0,0,16.22784,0,172,0,41.665856,0,0,0,110,0,0,0,0,0,0,0,0,0,0,None,0,0,0.81,0,0,0,60.522808,1,0,03/02/2025 08:06,0,0,1
166,0,0,0,0,0,0,0,03/02/2025 08:24,0,3,0,0,16.61832,0,0,0,1066,123,2.684624,0,0,0,0.037428,4,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,13.31615091,None,03/02/2025 08:39,6.28.1,0,803,0,2025-02-03 D,03/02/2025 08:42,None,0,0,894,1,0,156,0,0.036878178,0,6.28.1,None,0,1066,1066,427,0,203,5,0,0,0,0,16.61832,0,171,0,42.266048000000005,0,0,0,109,0,0,0,0,0,0,0,0,0,0,None,0,0,0.85,0,0,0,57.023559999999996,1,0,03/02/2025 08:26,0,0,0
626,0,0,0,0,0,0,0,03/02/2025 08:42,0,3,0,0,16.503698630136984,0,0,0,1489,123,3.335136986,0,0,0,0.042096,7,0,0,0,305,0,0,0,Success,0,0,0,0,0,0,0,13.35521325,None,03/02/2025 09:09,6.28.1,0,1545,0,2025-02-03 D,03/02/2025 09:12,None,0,0,1357,1,0,616,0,0.051662365,0,6.28.1,None,0,1794,1794,521,0,203,5,0,0,0,0,16.503698630136984,0,131,0,40.80601369863014,0,0,0,270,0,0,0,0,0,0,0,0,0,0,None,0,0,0.877,0,0,0,50.65943835616439,1,0,03/02/2025 08:43,0,0,0
0,0,0,0,0,0,0,0,03/02/2025 10:43,0,0,0,0,15.233955223880596,0,0,2003,0,156,2.772,0,0,0,0.080139,0,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,14.90505193,None,03/02/2025 11:12,6.28.1,0,1634,0,2025-02-03 D,03/02/2025 11:16,None,0,2003,0,1,0,0,0,0.073600272,0,6.28.1,None,0,2003,0,0,0,203,5,0,0,0,0,15.233955223880596,0,0,0,34.30798507462686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,2.591,0,0,0,50.486298507462685,1,0,03/02/2025 10:45,0,0,0
128,0,0,0,0,0,0,0,03/02/2025 11:16,0,1,0,0,15.450661764705883,0,0,12465,1965,3733,2.7098088235294115,0,0,0,0,0,0,0,0,17605,0,0,0,Fail,0,0,0,0,0,0,0,7.216354273,None,03/02/2025 19:59,6.28.1,0,747,0,2025-02-03 N,03/02/2025 21:02,None,0,12925,37379,1,0,0,2670,7.033932898,0,6.28.1,None,0,35165,22240,738,0,203,20,0,0,0,0,15.450661764705883,0,27,0,34.709676470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,-4.307,0,0,0,47.79410294117647,0,0,03/02/2025 19:47,0,0,0
258,0,0,0,0,0,0,0,03/02/2025 21:02,0,6,0,0,15.860600000000002,0,0,570,1698,1489,3.1633333333333336,0,0,0,0.039436,8,0,0,0,2064,0,0,0,Success,0,0,0,0,0,0,0,13.38690099,None,03/02/2025 21:51,6.28.1,0,2034,0,2025-02-03 N,03/02/2025 22:16,None,0,589,6621,1,0,248,78,0.039357337,0,6.28.1,None,0,4429,3840,646,0,203,5,0,0,0,0,15.860600000000002,0,124,0,35.417480000000005,0,0,0,29,0,0,0,0,0,0,0,0,0,0,None,0,0,0.83,0,0,0,45.943799999999996,1,0,03/02/2025 21:17,0,0,1
164,0,0,0,0,0,0,0,03/02/2025 22:16,0,2,0,0,16.844732142857143,0,0,52421,1207,39,1.687357142857143,0,0,0,0.019032,3,0,0,0,16321,0,0,0,Success,0,0,0,0,0,0,0,5.801136527,None,05/02/2025 07:59,6.28.1,0,577,0,2025-02-05 D,05/02/2025 08:01,None,0,56010,122857,1,0,154,47936,-10000,0,6.28.1,None,0,121474,65464,308,0,203,6,0,0,0,0,16.844732142857143,0,62,0,48.32317857142857,0,0,0,27,0,0,0,0,0,0,0,0,0,0,None,0,0,-10000,0,0,0,43.40823214285714,1,0,05/02/2025 07:50,0,0,1
73,0,0,0,0,0,0,0,05/02/2025 08:01,0,1,0,0,17.424107142857142,0,0,0,583,39,1.4606607142857142,0,0,0,0.020661,2,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,5.817770879,None,05/02/2025 08:09,6.28.1,0,427,0,2025-02-05 D,05/02/2025 08:10,None,0,0,445,1,0,63,0,0.030016662,0,6.28.1,None,0,583,583,244,0,203,7,0,0,0,0,17.424107142857142,0,134,0,42.28601785714285,0,0,0,27,0,0,0,0,0,0,0,0,0,0,None,0,0,0.8,0,0,0,41.74198214285714,1,0,05/02/2025 08:02,0,0,1
78,0,0,0,0,0,0,0,05/02/2025 08:10,0,1,0,0,18.333214285714288,0,0,0,536,39,1.9842142857142857,0,0,0,0.022417,2,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,5.830052315,None,05/02/2025 08:18,6.28.1,0,381,0,2025-02-05 D,05/02/2025 08:19,None,0,0,396,1,0,68,0,0.036400549,0,6.28.1,None,0,536,536,183,0,203,6,0,0,0,0,18.333214285714288,0,143,0,41.761714285714284,0,0,0,26,0,0,0,0,0,0,0,0,0,0,None,0,0,0.822,0,0,0,40.97330357142857,1,0,05/02/2025 08:12,0,0,0
73,0,0,0,0,0,0,0,05/02/2025 08:19,0,1,0,0,17.68794642857143,0,0,0,483,40,1.8209107142857144,0,0,0,0.025633,2,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,5.826886476,None,05/02/2025 08:26,6.28.1,0,330,0,2025-02-05 D,05/02/2025 08:27,None,0,0,367,1,0,63,0,0.008062258,0,6.28.1,None,0,483,483,164,0,203,5,0,0,0,0,17.68794642857143,0,117,0,42.050267857142856,0,0,0,27,0,0,0,0,0,0,0,0,0,0,None,0,0,0.817,0,0,0,41.7675,1,0,05/02/2025 08:21,0,0,0
72,0,0,0,0,0,0,0,05/02/2025 08:27,0,1,0,0,17.507142857142856,0,0,0,469,40,2.1160535714285715,0,0,0,0.026769,2,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,5.871702053,None,05/02/2025 08:34,6.28.1,0,318,0,2025-02-05 D,05/02/2025 08:35,None,0,0,344,1,0,62,0,0.008544004,0,6.28.1,None,0,469,469,146,0,203,5,0,0,0,0,17.507142857142856,0,123,0,42.26398214285714,0,0,0,27,0,0,0,0,0,0,0,0,0,0,None,0,0,0.83,0,0,0,40.33680357142857,1,0,05/02/2025 08:29,0,0,0
72,0,0,0,0,0,0,0,05/02/2025 08:55,0,1,0,0,18.073157894736845,0,0,0,481,39,1.847140350877193,0,0,0,0.02604,2,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,5.904472203,None,05/02/2025 09:02,6.28.1,0,327,0,2025-02-05 D,05/02/2025 09:03,None,0,0,375,1,0,62,0,0.024020824,0,6.28.1,None,0,481,481,173,0,203,6,0,0,0,0,18.073157894736845,0,105,0,41.325947368421055,0,0,0,27,0,0,0,0,0,0,0,0,0,0,None,0,0,0.822,0,0,0,40.99670175438596,1,0,05/02/2025 08:56,0,0,1
109,0,0,0,0,0,0,0,05/02/2025 09:03,0,2,0,0,17.079375000000002,0,0,0,947,40,1.6835357142857144,0,0,0,0.013919,3,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,5.845642993,None,05/02/2025 09:17,6.28.1,0,799,0,2025-02-05 D,05/02/2025 09:19,None,0,0,855,1,0,99,0,0.008246212,0,6.28.1,None,0,947,947,164,0,203,5,0,0,0,0,17.079375000000002,0,90,0,47.30955357142857,0,0,0,27,0,0,0,0,0,0,0,0,0,0,None,0,0,0.828,0,0,0,44.04775,1,0,05/02/2025 09:04,0,0,1
73,0,0,0,0,0,0,0,05/02/2025 09:19,0,1,0,0,17.507454545454546,0,0,0,464,39,1.9712181818181818,0,0,0,0.028019,2,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,5.863007078,None,05/02/2025 09:25,6.28.1,0,308,0,2025-02-05 D,05/02/2025 09:26,None,0,0,355,1,0,63,0,0.018788294,0,6.28.1,None,0,464,464,145,0,203,5,0,0,0,0,17.507454545454546,0,112,0,41.72067272727273,0,0,0,27,0,0,0,0,0,0,0,0,0,0,None,0,0,0.85,0,0,0,38.61414545454545,1,0,05/02/2025 09:20,0,0,1
73,0,0,0,0,0,0,0,05/02/2025 09:26,0,1,0,0,17.559375,0,0,0,474,39,1.8093214285714285,0,0,0,0.027252,2,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,5.920940804,None,05/02/2025 09:33,6.28.1,0,317,0,2025-02-05 D,05/02/2025 09:34,None,0,0,367,1,0,63,0,0.034785054,0,6.28.1,None,0,474,474,161,0,203,5,0,0,0,0,17.559375,0,105,0,41.98121428571428,0,0,0,27,0,0,0,0,0,0,0,0,0,0,None,0,0,0.836,0,0,0,38.07751785714286,1,0,05/02/2025 09:28,0,0,1
73,0,0,0,0,0,0,0,05/02/2025 09:34,0,1,0,0,18.10098214285714,0,0,0,492,39,1.7579464285714284,0,0,0,0.025208,2,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,5.910815511,None,05/02/2025 09:41,6.28.1,0,339,0,2025-02-05 D,05/02/2025 09:42,None,0,0,382,1,0,63,0,0.069,0,6.28.1,None,0,492,492,176,0,203,5,0,0,0,0,18.10098214285714,0,111,0,41.94805357142857,0,0,0,27,0,0,0,0,0,0,0,0,0,0,None,0,0,0.85,0,0,0,39.33701785714286,1,0,05/02/2025 09:36,0,0,1
72,0,0,0,0,0,0,0,05/02/2025 09:51,0,1,0,0,17.835775862068964,0,0,0,503,39,1.6080172413793103,0,0,0,0.024302,2,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,6.024023074,None,05/02/2025 09:58,6.28.1,0,345,0,2025-02-05 D,05/02/2025 09:59,None,0,0,382,1,0,62,0,0.047927028,0,6.28.1,None,0,503,503,175,0,203,5,0,0,0,0,17.835775862068964,0,119,0,42.32843103448276,0,0,0,27,0,0,0,0,0,0,0,0,0,0,None,0,0,0.823,0,0,0,37.57010344827586,1,0,05/02/2025 09:52,0,0,1
74,0,0,0,0,0,0,0,05/02/2025 09:59,0,1,0,0,17.778305084745764,0,0,0,513,40,1.5888983050847458,0,0,0,0.024176,2,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,6.088983659,None,05/02/2025 10:07,6.28.1,0,352,0,2025-02-05 D,05/02/2025 10:08,None,0,0,382,1,0,64,0,0.028160256,0,6.28.1,None,0,513,513,170,0,203,5,0,0,0,0,17.778305084745764,0,131,0,41.919254237288136,0,0,0,27,0,0,0,0,0,0,0,0,0,0,None,0,0,0.832,0,0,0,37.439,1,0,05/02/2025 10:01,0,0,1
73,0,0,0,0,0,0,0,05/02/2025 10:08,0,1,0,0,18.042457627118647,0,0,0,533,39,1.392406779661017,0,0,0,0.021902,2,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,6.111829922,None,05/02/2025 10:16,6.28.1,0,380,0,2025-02-05 D,05/02/2025 10:17,None,0,0,408,1,0,63,0,0.035510562,0,6.28.1,None,0,533,533,201,0,203,5,0,0,0,0,18.042457627118647,0,127,0,42.42364406779661,0,0,0,27,0,0,0,0,0,0,0,0,0,0,None,0,0,0.829,0,0,0,37.81350847457627,1,0,05/02/2025 10:09,0,0,1
72,0,0,0,0,0,0,0,05/02/2025 10:17,0,1,0,0,17.967672413793103,0,0,0,550,39,1.3289655172413792,0,0,0,0.020801,2,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,6.049372943,None,05/02/2025 10:25,6.28.1,0,392,0,2025-02-05 D,05/02/2025 10:26,None,0,0,418,1,0,62,0,0.038052596,0,6.28.1,None,0,550,550,213,0,203,5,0,0,0,0,17.967672413793103,0,130,0,42.381948275862065,0,0,0,27,0,0,0,0,0,0,0,0,0,0,None,0,0,0.817,0,0,0,37.33065517241379,1,0,05/02/2025 10:18,0,0,1
74,0,0,0,0,0,0,0,05/02/2025 10:26,0,1,0,0,16.074375,0,0,0,534,39,2.663625,0,0,0,0.023735,2,0,0,0,15,0,0,0,Success,0,0,0,0,0,0,0,6.062933366,None,05/02/2025 10:42,6.28.1,0,867,0,2025-02-05 D,05/02/2025 10:43,None,0,472,895,1,0,64,0,0.046529561,0,6.28.1,None,0,1021,549,201,0,203,5,0,0,0,0,16.074375,0,125,0,40.054875,0,0,0,26,0,0,0,0,0,0,0,0,0,0,None,0,0,0.812,0,0,0,33.407125,1,0,05/02/2025 10:27,0,0,1
73,0,0,0,0,0,0,0,05/02/2025 10:43,0,1,0,0,17.922631578947367,0,0,0,517,40,1.4669473684210526,0,0,0,0.022643,2,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,5.937016086,None,05/02/2025 10:50,6.28.1,0,360,0,2025-02-05 D,05/02/2025 10:51,None,0,0,398,1,0,63,0,0.023086793,0,6.28.1,None,0,517,517,191,0,203,9,0,0,0,0,17.922631578947367,0,122,0,42.45733333333334,0,0,0,27,0,0,0,0,0,0,0,0,0,0,None,0,0,0.846,0,0,0,37.422122807017544,1,0,05/02/2025 10:44,0,0,1
90,0,0,0,0,0,0,0,05/02/2025 10:51,0,1,0,0,17.53,0,0,0,557,40,1.4433157894736843,0,0,0,0.020546,3,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,5.937806582,None,05/02/2025 11:00,6.28.1,0,404,0,2025-02-05 D,05/02/2025 11:01,None,0,0,442,1,0,80,0,0.070092796,0,6.28.1,None,0,557,557,220,0,203,5,0,0,0,0,17.53,0,116,0,42.534894736842105,0,0,0,27,0,0,0,0,0,0,0,0,0,0,None,0,0,0.811,0,0,0,38.23491228070175,1,0,05/02/2025 10:53,0,0,1
93,0,0,0,0,0,0,0,05/02/2025 11:01,0,1,0,0,17.396315789473686,0,0,0,567,39,1.3748771929824561,0,0,0,0.020271,3,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,5.941885728,None,05/02/2025 11:09,6.28.1,0,418,0,2025-02-05 D,05/02/2025 11:10,None,0,0,449,1,0,83,0,0.028635642,0,6.28.1,None,0,567,567,229,0,203,5,0,0,0,0,17.396315789473686,0,118,0,42.46142105263158,0,0,0,27,0,0,0,0,0,0,0,0,0,0,None,0,0,0.814,0,0,0,38.75473684210526,1,0,05/02/2025 11:02,0,0,1
72,0,0,0,0,0,0,0,05/02/2025 11:10,0,1,0,0,17.816315789473684,0,0,0,529,39,1.4141403508771928,0,0,0,0.021606,2,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,5.946280014,None,05/02/2025 11:18,6.28.1,0,373,0,2025-02-05 D,05/02/2025 11:19,None,0,0,406,1,0,62,0,0.042011903,0,6.28.1,None,0,529,529,201,0,203,5,0,0,0,0,17.816315789473684,0,121,0,42.29357894736842,0,0,0,26,0,0,0,0,0,0,0,0,0,0,None,0,0,0.822,0,0,0,38.183912280701755,1,0,05/02/2025 11:12,0,0,1
71,0,0,0,0,0,0,0,05/02/2025 11:19,0,1,0,0,17.77421052631579,0,0,0,653,205,1.4019824561403509,0,0,0,0.021652,2,0,0,0,27,0,0,0,Success,0,0,0,0,0,0,0,5.91538249,None,05/02/2025 11:27,6.28.1,0,371,0,2025-02-05 D,05/02/2025 11:30,None,0,0,401,1,0,61,0,0.056035703,0,6.28.1,None,0,680,680,201,0,203,5,0,0,0,0,17.77421052631579,0,122,0,42.31528070175439,0,0,0,26,0,0,0,0,0,0,0,0,0,0,None,0,0,0.828,0,0,0,37.489456140350875,1,0,05/02/2025 11:20,0,0,1
74,0,0,0,0,0,0,0,05/02/2025 11:30,0,1,0,0,17.72625,0,0,0,885,39,1.4983392857142857,0,0,0,0.01865,2,0,0,0,1318,0,0,0,Success,0,0,0,0,0,0,0,5.746127914,None,05/02/2025 12:24,6.28.1,0,420,0,2025-02-05 D,05/02/2025 12:25,None,0,0,3281,1,0,64,1069,0.086371292,0,6.28.1,None,0,3272,3272,222,0,203,5,0,0,0,0,17.72625,0,147,0,41.93882142857143,0,0,0,26,0,0,0,0,0,0,0,0,0,0,None,0,0,0.788,0,0,0,38.78928571428571,1,0,05/02/2025 12:17,0,0,1
71,0,0,0,0,0,0,0,05/02/2025 12:25,0,1,0,0,17.672410714285714,0,0,0,535,39,1.5849464285714288,0,0,0,0.021794,2,0,0,0,0,0,0,0,Success,0,0,0,0,0,0,0,5.818701573,None,05/02/2025 12:32,6.28.1,0,368,0,2025-02-05 D,05/02/2025 12:34,None,0,0,386,1,0,61,0,0.030413812,0,6.28.1,None,0,535,535,179,0,203,5,0,0,0,0,17.672410714285714,0,140,0,42.315267857142864,0,0,0,26,0,0,0,0,0,0,0,0,0,0,None,0,0,0.851,0,0,0,39.98235714285715,1,0,05/02/2025 12:26,0,0,0
