RigSerial,EventDate,EventTime,TimeIndex,EventType,EventAction,EVFILE
1111,31/01/2025,23:54:10,0,MachineState,Tramming,EV31235841_9962
1111,31/01/2025,23:54:35,0,MachineState,Positioning,EV31235841_9962
1111,31/01/2025,23:55:23,0,AutoCollar,On,EV31235841_9962
1111,31/01/2025,23:55:25,0,MachineState,RodHandling,EV31235841_9962
1111,31/01/2025,23:55:33,0,MachineState,Idle,EV31235841_9962
1111,31/01/2025,23:55:36,0,MachineState,Drilling,EV31235841_9962
1112,31/01/2025,23:59:20,0,AutoCollar,Off,EV01000342_4457
1112,31/01/2025,23:59:20,1,AutoClean,On,EV01000342_4457
1112,31/01/2025,23:59:48,0,AutoClean,Off,EV01000342_4457
1112,31/01/2025,23:59:48,1,AutoCollar,On,EV01000342_4457
1112,31/01/2025,23:59:48,2,AutoCollar,Off,EV01000342_4457
1112,31/01/2025,23:59:48,3,AutoDrill,On,EV01000342_4457
1112,31/01/2025,23:59:56,0,AutoDrill,Off,EV01000342_4457
1112,31/01/2025,23:59:56,1,AutoCollar,On,EV01000342_4457
1112,01/02/2025,00:00:01,0,AutoCollar,Off,EV01000342_4457
1112,01/02/2025,00:00:01,1,AutoClean,On,EV01000342_4457
1112,01/02/2025,00:00:32,0,AutoClean,Off,EV01000342_4457
1112,01/02/2025,00:00:33,0,AutoClean,On,EV01000342_4457
1112,01/02/2025,00:00:43,0,AutoClean,Off,EV01000342_4457
1112,01/02/2025,00:00:43,1,AutoRetract,On,EV01000342_4457
1112,01/02/2025,00:01:08,0,AutoDrillingCompleted,Event,EV01000342_4457
1112,01/02/2025,00:01:08,1,AutoRetract,Off,EV01000342_4457
1112,01/02/2025,00:01:11,0,MachineState,Idle,EV01000342_4457
1112,01/02/2025,00:01:11,1,MachineState,Positioning,EV01000342_4457
1112,01/02/2025,00:01:43,0,MachineState,Tramming,EV01000342_4457
1112,01/02/2025,00:02:09,0,MachineState,Positioning,EV01000342_4457
1112,01/02/2025,00:02:55,0,AutoCollar,On,EV01000342_4457
1112,01/02/2025,00:02:58,0,MachineState,Idle,EV01000342_4457
1112,01/02/2025,00:03:00,0,MachineState,RodHandling,EV01000342_4457
1112,01/02/2025,00:03:05,0,MachineState,Idle,EV01000342_4457
1112,01/02/2025,00:03:10,0,MachineState,Drilling,EV01000342_4457
1113,01/02/2025,00:07:18,0,AutoCollar,Off,EV01000842_4458
1113,01/02/2025,00:07:18,1,AutoClean,On,EV01000842_4458
1113,01/02/2025,00:07:47,0,AutoClean,Off,EV01000842_4458
1113,01/02/2025,00:07:47,1,AutoCollar,On,EV01000842_4458
1113,01/02/2025,00:07:47,2,AutoCollar,Off,EV01000842_4458
1113,01/02/2025,00:07:47,3,AutoDrill,On,EV01000842_4458
1113,01/02/2025,00:07:58,0,AutoDrill,Off,EV01000842_4458
1113,01/02/2025,00:07:58,1,AutoCollar,On,EV01000842_4458
1113,01/02/2025,00:08:02,0,AutoCollar,Off,EV01000842_4458
1113,01/02/2025,00:08:03,0,AutoClean,On,EV01000842_4458
1113,01/02/2025,00:08:32,0,AutoClean,Off,EV01000842_4458
1113,01/02/2025,00:08:34,0,AutoClean,On,EV01000842_4458
1114,01/02/2025,00:08:44,0,AutoClean,Off,EV01001342_4459
1114,01/02/2025,00:08:44,1,AutoRetract,On,EV01001342_4459
1114,01/02/2025,00:09:08,0,AutoDrillingCompleted,Event,EV01001342_4459
1114,01/02/2025,00:09:08,1,AutoRetract,Off,EV01001342_4459
1114,01/02/2025,00:09:11,0,MachineState,Idle,EV01001342_4459
1114,01/02/2025,00:09:12,0,MachineState,Positioning,EV01001342_4459
1114,01/02/2025,00:09:45,0,MachineState,Tramming,EV01001342_4459
1114,01/02/2025,00:10:12,0,MachineState,Positioning,EV01001342_4459
1114,01/02/2025,00:10:55,0,AutoCollar,On,EV01001342_4459
1114,01/02/2025,00:10:57,0,MachineState,Idle,EV01001342_4459
1114,01/02/2025,00:11:00,0,MachineState,RodHandling,EV01001342_4459
1114,01/02/2025,00:11:05,0,MachineState,Idle,EV01001342_4459
1114,01/02/2025,00:11:10,0,MachineState,Drilling,EV01001342_4459
1115,01/02/2025,00:15:30,0,AutoCollar,Off,EV01001842_4460
1115,01/02/2025,00:15:30,1,AutoClean,On,EV01001842_4460
1115,01/02/2025,00:16:00,0,AutoClean,Off,EV01001842_4460
1115,01/02/2025,00:16:00,1,AutoCollar,On,EV01001842_4460
1115,01/02/2025,00:16:00,2,AutoCollar,Off,EV01001842_4460
1115,01/02/2025,00:16:00,3,AutoDrill,On,EV01001842_4460
1115,01/02/2025,00:16:16,0,AutoDrill,Off,EV01001842_4460
1115,01/02/2025,00:16:16,1,AutoCollar,On,EV01001842_4460
1115,01/02/2025,00:16:19,0,AutoCollar,Off,EV01001842_4460
1115,01/02/2025,00:16:20,0,AutoClean,On,EV01001842_4460
1115,01/02/2025,00:16:50,0,AutoClean,Off,EV01001842_4460
1115,01/02/2025,00:16:52,0,AutoClean,On,EV01001842_4460
1115,01/02/2025,00:17:02,0,AutoClean,Off,EV01001842_4460
1115,01/02/2025,00:17:02,1,AutoRetract,On,EV01001842_4460
1115,01/02/2025,00:17:27,0,AutoDrillingCompleted,Event,EV01001842_4460
1115,01/02/2025,00:17:27,1,AutoRetract,Off,EV01001842_4460
1115,01/02/2025,00:17:30,0,MachineState,Idle,EV01001842_4460
1115,01/02/2025,00:17:30,1,MachineState,Positioning,EV01001842_4460
1115,01/02/2025,00:17:59,0,MachineState,Tramming,EV01001842_4460
1115,01/02/2025,00:18:26,0,MachineState,Positioning,EV01001842_4460
1116,01/02/2025,00:19:12,0,AutoCollar,On,EV01002342_4461
1116,01/02/2025,00:19:14,0,MachineState,RodHandling,EV01002342_4461
1116,01/02/2025,00:19:22,0,MachineState,Idle,EV01002342_4461
1116,01/02/2025,00:19:26,0,MachineState,Drilling,EV01002342_4461
1117,01/02/2025,00:19:52,0,ParamaterChanged,,
1116,01/02/2025,00:23:17,0,AutoCollar,Off,EV01002342_4461
1116,01/02/2025,00:23:17,1,AutoClean,On,EV01002342_4461
1118,01/02/2025,00:23:45,0,AutoClean,Off,EV01002842_4462
1118,01/02/2025,00:23:45,1,AutoCollar,On,EV01002842_4462
1118,01/02/2025,00:23:45,2,AutoCollar,Off,EV01002842_4462
1118,01/02/2025,00:23:45,3,AutoDrill,On,EV01002842_4462
1118,01/02/2025,00:23:58,0,AutoDrill,Off,EV01002842_4462
1118,01/02/2025,00:23:58,1,AutoCollar,On,EV01002842_4462
1118,01/02/2025,00:24:02,0,AutoCollar,Off,EV01002842_4462
1118,01/02/2025,00:24:03,0,AutoClean,On,EV01002842_4462
1118,01/02/2025,00:24:33,0,AutoClean,Off,EV01002842_4462
1118,01/02/2025,00:24:34,0,AutoClean,On,EV01002842_4462
1118,01/02/2025,00:24:44,0,AutoClean,Off,EV01002842_4462
1118,01/02/2025,00:24:44,1,AutoRetract,On,EV01002842_4462
1118,01/02/2025,00:25:09,0,AutoDrillingCompleted,Event,EV01002842_4462
1118,01/02/2025,00:25:09,1,AutoRetract,Off,EV01002842_4462
1118,01/02/2025,00:25:12,0,MachineState,Idle,EV01002842_4462
1118,01/02/2025,00:25:12,1,MachineState,Positioning,EV01002842_4462
1118,01/02/2025,00:25:46,0,MachineState,Tramming,EV01002842_4462
1118,01/02/2025,00:28:11,0,MachineState,Positioning,EV01002842_4462
1119,01/02/2025,00:29:08,0,AutoCollar,On,EV01003342_4463
1119,01/02/2025,00:29:10,0,AdpePausedByOperator,Event,EV01003342_4463
1119,01/02/2025,00:29:10,1,Autonomous,Off,EV01003342_4463
1119,01/02/2025,00:29:10,2,AutoDrillingAbortedAutonomousDrillingPaused,Event,EV01003342_4463
1119,01/02/2025,00:29:10,3,AutoCollar,Off,EV01003342_4463
1119,01/02/2025,00:29:10,4,MachineState,RodHandling,EV01003342_4463
1119,01/02/2025,00:29:15,0,StbStateTransition,STB State Approach Mode,EV01003342_4463
1119,01/02/2025,00:29:15,1,MachineState,Idle,EV01003342_4463
1119,01/02/2025,00:30:14,0,TumCode,Fill Water Tank,EV01003342_4463
1119,01/02/2025,00:30:20,0,OdObstacleInStopZone,On,EV01003342_4463
1119,01/02/2025,00:30:23,0,OdObstacleInStopZone,Off,EV01003342_4463
1119,01/02/2025,00:30:24,0,OdObstacleInStopZone,On,EV01003342_4463
1119,01/02/2025,00:30:25,0,OdObstacleInStopZone,Off,EV01003342_4463
1120,01/02/2025,00:38:37,0,StbStateTransition,STB State Approach Mode Exiting,EV01003842_4464
1121,01/02/2025,00:38:51,0,TumCode,Operating Drilling,EV01004342_4465
1121,01/02/2025,00:38:52,0,StbStateTransition,STB State Remote Allocated,EV01004342_4465
1121,01/02/2025,00:38:54,0,StbStateTransition,STB State Remote Autonomous,EV01004342_4465
1121,01/02/2025,00:38:57,0,Autonomous,On,EV01004342_4465
1121,01/02/2025,00:38:59,0,AutoCollar,On,EV01004342_4465
1121,01/02/2025,00:39:03,0,MachineState,RodHandling,EV01004342_4465
1121,01/02/2025,00:39:08,0,MachineState,Idle,EV01004342_4465
1121,01/02/2025,00:39:12,0,MachineState,Drilling,EV01004342_4465
1121,01/02/2025,00:39:33,0,AutoDrillingAbortedTeleremoteCommunicationDelayIsTooBig,Event,EV01004342_4465
1121,01/02/2025,00:39:33,1,AutoCollar,Off,EV01004342_4465
1121,01/02/2025,00:39:33,2,Autonomous,Off,EV01004342_4465
1121,01/02/2025,00:39:36,0,MachineState,Idle,EV01004342_4465
1121,01/02/2025,00:39:58,0,Autonomous,On,EV01004342_4465
1121,01/02/2025,00:39:59,0,AutoCollar,On,EV01004342_4465
1121,01/02/2025,00:39:59,1,MachineState,RodHandling,EV01004342_4465
1121,01/02/2025,00:39:59,2,MachineState,Drilling,EV01004342_4465
1121,01/02/2025,00:41:32,0,AutoDrillingAbortedTeleremoteCommunicationDelayIsTooBig,Event,EV01004342_4465
1121,01/02/2025,00:41:32,1,AutoCollar,Off,EV01004342_4465
1121,01/02/2025,00:41:32,2,Autonomous,Off,EV01004342_4465
1121,01/02/2025,00:41:35,0,MachineState,Idle,EV01004342_4465
1121,01/02/2025,00:42:03,0,Autonomous,On,EV01004342_4465
1121,01/02/2025,00:42:04,0,AutoCollar,On,EV01004342_4465
1121,01/02/2025,00:42:04,1,MachineState,RodHandling,EV01004342_4465
1121,01/02/2025,00:42:08,0,MachineState,Drilling,EV01004342_4465
1122,01/02/2025,00:44:03,0,AutoDrillingAbortedTeleremoteCommunicationDelayIsTooBig,Event,EV01004843_4466
1122,01/02/2025,00:44:03,1,AutoCollar,Off,EV01004843_4466
1122,01/02/2025,00:44:03,2,Autonomous,Off,EV01004843_4466
1122,01/02/2025,00:44:06,0,MachineState,Idle,EV01004843_4466
1123,01/02/2025,01:00:07,0,Autonomous,On,EV01010343_4467
1123,01/02/2025,01:00:09,0,AutoCollar,On,EV01010343_4467
1123,01/02/2025,01:00:09,1,MachineState,RodHandling,EV01010343_4467
1123,01/02/2025,01:00:14,0,MachineState,Idle,EV01010343_4467
1123,01/02/2025,01:00:30,0,MachineState,Drilling,EV01010343_4467
1123,01/02/2025,01:01:20,0,AutoCollar,Off,EV01010343_4467
1123,01/02/2025,01:01:20,1,AutoClean,On,EV01010343_4467
1123,01/02/2025,01:01:49,0,AutoClean,Off,EV01010343_4467
1123,01/02/2025,01:01:49,1,AutoCollar,On,EV01010343_4467
1123,01/02/2025,01:01:49,2,AutoCollar,Off,EV01010343_4467
1123,01/02/2025,01:01:49,3,AutoDrill,On,EV01010343_4467
1123,01/02/2025,01:02:04,0,AutoDrill,Off,EV01010343_4467
1123,01/02/2025,01:02:04,1,AutoCollar,On,EV01010343_4467
1123,01/02/2025,01:02:07,0,AutoCollar,Off,EV01010343_4467
1123,01/02/2025,01:02:08,0,AutoClean,On,EV01010343_4467
1123,01/02/2025,01:02:38,0,AutoClean,Off,EV01010343_4467
1123,01/02/2025,01:02:40,0,AutoClean,On,EV01010343_4467
1123,01/02/2025,01:02:50,0,AutoClean,Off,EV01010343_4467
1123,01/02/2025,01:02:50,1,AutoRetract,On,EV01010343_4467
1123,01/02/2025,01:03:15,0,AutoDrillingCompleted,Event,EV01010343_4467
1123,01/02/2025,01:03:15,1,AutoRetract,Off,EV01010343_4467
1123,01/02/2025,01:03:18,0,MachineState,Idle,EV01010343_4467
1123,01/02/2025,01:03:19,0,MachineState,Positioning,EV01010343_4467
1124,01/02/2025,01:04:02,0,MachineState,Tramming,EV01010843_4468
1124,01/02/2025,01:04:29,0,MachineState,Positioning,EV01010843_4468
1124,01/02/2025,01:05:18,0,AutoCollar,On,EV01010843_4468
1124,01/02/2025,01:05:20,0,MachineState,RodHandling,EV01010843_4468
1124,01/02/2025,01:05:27,0,MachineState,Idle,EV01010843_4468
1124,01/02/2025,01:05:43,0,MachineState,Drilling,EV01010843_4468
1125,01/02/2025,01:09:32,0,AutoCollar,Off,EV01011343_4469
1125,01/02/2025,01:09:32,1,AutoClean,On,EV01011343_4469
1125,01/02/2025,01:10:01,0,AutoClean,Off,EV01011343_4469
1125,01/02/2025,01:10:01,1,AutoCollar,On,EV01011343_4469
1125,01/02/2025,01:10:01,2,AutoCollar,Off,EV01011343_4469
1125,01/02/2025,01:10:01,3,AutoDrill,On,EV01011343_4469
1125,01/02/2025,01:10:16,0,AutoDrill,Off,EV01011343_4469
1125,01/02/2025,01:10:16,1,AutoCollar,On,EV01011343_4469
1125,01/02/2025,01:10:20,0,AutoCollar,Off,EV01011343_4469
1125,01/02/2025,01:10:21,0,AutoClean,On,EV01011343_4469
1125,01/02/2025,01:10:51,0,AutoClean,Off,EV01011343_4469
1125,01/02/2025,01:10:52,0,AutoClean,On,EV01011343_4469
1125,01/02/2025,01:11:02,0,AutoClean,Off,EV01011343_4469
1125,01/02/2025,01:11:02,1,AutoRetract,On,EV01011343_4469
1125,01/02/2025,01:11:26,0,AutoDrillingCompleted,Event,EV01011343_4469
1125,01/02/2025,01:11:26,1,AutoRetract,Off,EV01011343_4469
1125,01/02/2025,01:11:29,0,MachineState,Idle,EV01011343_4469
1125,01/02/2025,01:11:30,0,MachineState,Positioning,EV01011343_4469
1125,01/02/2025,01:11:58,0,MachineState,Tramming,EV01011343_4469
1125,01/02/2025,01:12:25,0,MachineState,Positioning,EV01011343_4469
1125,01/02/2025,01:13:12,0,AutoCollar,On,EV01011343_4469
1125,01/02/2025,01:13:14,0,MachineState,RodHandling,EV01011343_4469
1125,01/02/2025,01:13:21,0,MachineState,Idle,EV01011343_4469
1125,01/02/2025,01:13:25,0,MachineState,Drilling,EV01011343_4469
1126,01/02/2025,01:16:43,0,AutoDrillingAbortedTeleremoteCommunicationDelayIsTooBig,Event,EV01011843_4470
1126,01/02/2025,01:16:43,1,AutoCollar,Off,EV01011843_4470
1126,01/02/2025,01:16:43,2,Autonomous,Off,EV01011843_4470
1126,01/02/2025,01:16:46,0,MachineState,Idle,EV01011843_4470
1126,01/02/2025,01:17:07,0,Autonomous,On,EV01011843_4470
1126,01/02/2025,01:17:08,0,AutoCollar,On,EV01011843_4470
1126,01/02/2025,01:17:08,1,MachineState,RodHandling,EV01011843_4470
1126,01/02/2025,01:17:13,0,MachineState,Idle,EV01011843_4470
1126,01/02/2025,01:17:48,0,MachineState,Drilling,EV01011843_4470
1126,01/02/2025,01:18:30,0,AutoCollar,Off,EV01011843_4470
1126,01/02/2025,01:18:30,1,AutoClean,On,EV01011843_4470
1127,01/02/2025,01:18:58,0,AutoClean,Off,EV01012343_4471
1127,01/02/2025,01:18:58,1,AutoCollar,On,EV01012343_4471
1127,01/02/2025,01:18:58,2,AutoCollar,Off,EV01012343_4471
1127,01/02/2025,01:18:58,3,AutoDrill,On,EV01012343_4471
1127,01/02/2025,01:19:03,0,AutoDrillingAbortedTeleremoteCommunicationDelayIsTooBig,Event,EV01012343_4471
1127,01/02/2025,01:19:03,1,AutoDrill,Off,EV01012343_4471
1127,01/02/2025,01:19:03,2,Autonomous,Off,EV01012343_4471
1127,01/02/2025,01:19:06,0,MachineState,Idle,EV01012343_4471
1127,01/02/2025,01:19:21,0,Autonomous,On,EV01012343_4471
1127,01/02/2025,01:19:25,0,AutoCollar,On,EV01012343_4471
1127,01/02/2025,01:19:25,1,MachineState,Drilling,EV01012343_4471
1127,01/02/2025,01:19:33,0,AutoCollar,Off,EV01012343_4471
1127,01/02/2025,01:19:33,1,AutoDrill,On,EV01012343_4471
1127,01/02/2025,01:19:37,0,AutoDrill,Off,EV01012343_4471
1127,01/02/2025,01:19:37,1,AutoCollar,On,EV01012343_4471
1127,01/02/2025,01:19:42,0,AutoCollar,Off,EV01012343_4471
1127,01/02/2025,01:19:43,0,AutoClean,On,EV01012343_4471
1127,01/02/2025,01:20:12,0,AutoClean,Off,EV01012343_4471
1127,01/02/2025,01:20:13,0,AutoClean,On,EV01012343_4471
1127,01/02/2025,01:20:23,0,AutoClean,Off,EV01012343_4471
1127,01/02/2025,01:20:23,1,AutoRetract,On,EV01012343_4471
1127,01/02/2025,01:20:47,0,AutoDrillingCompleted,Event,EV01012343_4471
1127,01/02/2025,01:20:47,1,AutoRetract,Off,EV01012343_4471
1127,01/02/2025,01:20:50,0,MachineState,Idle,EV01012343_4471
1127,01/02/2025,01:20:51,0,MachineState,Positioning,EV01012343_4471
1127,01/02/2025,01:21:26,0,MachineState,Tramming,EV01012343_4471
1127,01/02/2025,01:21:52,0,MachineState,Positioning,EV01012343_4471
1127,01/02/2025,01:22:42,0,AutoCollar,On,EV01012343_4471
1127,01/02/2025,01:22:44,0,MachineState,RodHandling,EV01012343_4471
1127,01/02/2025,01:22:52,0,MachineState,Idle,EV01012343_4471
1127,01/02/2025,01:22:56,0,MachineState,Drilling,EV01012343_4471
1127,01/02/2025,01:23:43,0,AutoDrillingAbortedTeleremoteCommunicationDelayIsTooBig,Event,EV01012343_4471
1127,01/02/2025,01:23:43,1,AutoCollar,Off,EV01012343_4471
1127,01/02/2025,01:23:43,2,Autonomous,Off,EV01012343_4471
1128,01/02/2025,01:23:46,0,MachineState,Idle,EV01012843_4472
1128,01/02/2025,01:26:54,0,Autonomous,On,EV01012843_4472
1128,01/02/2025,01:26:56,0,AutoCollar,On,EV01012843_4472
1128,01/02/2025,01:26:56,1,MachineState,RodHandling,EV01012843_4472
1128,01/02/2025,01:27:01,0,MachineState,Idle,EV01012843_4472
1128,01/02/2025,01:27:17,0,MachineState,Drilling,EV01012843_4472
1117,01/02/2025,01:29:05,0,ParamaterChanged,,
1129,EV01013344_4473,6.28.1,Parameter,DBI_DRI_HB_WATER_MIST_PUMP_SPEED_SAVE,ParameterIndex,4
1117,01/02/2025,01:29:12,0,ParamaterChanged,,
1130,EV01013344_4473,6.28.1,Parameter,DBI_DRI_HB_WATER_MIST_PUMP_SPEED_SAVE,ParameterIndex,3
1117,01/02/2025,01:29:16,0,ParamaterChanged,,
1130,EV01013344_4473,6.28.1,Parameter,DBI_DRI_HB_WATER_MIST_PUMP_SPEED_SAVE,ParameterIndex,3
1117,01/02/2025,01:29:22,0,ParamaterChanged,,
1129,EV01013344_4473,6.28.1,Parameter,DBI_DRI_HB_WATER_MIST_BACKW_ON_SAVE,ParameterIndex,4
1131,01/02/2025,01:30:23,0,AutoCollar,Off,EV01013344_4473
1131,01/02/2025,01:30:23,1,AutoClean,On,EV01013344_4473
1131,01/02/2025,01:30:51,0,AutoClean,Off,EV01013344_4473
1131,01/02/2025,01:30:51,1,AutoCollar,On,EV01013344_4473
1131,01/02/2025,01:30:51,2,AutoCollar,Off,EV01013344_4473
1131,01/02/2025,01:30:51,3,AutoDrill,On,EV01013344_4473
1131,01/02/2025,01:31:08,0,AutoDrill,Off,EV01013344_4473
1131,01/02/2025,01:31:08,1,AutoCollar,On,EV01013344_4473
1131,01/02/2025,01:31:12,0,AutoCollar,Off,EV01013344_4473
1131,01/02/2025,01:31:14,0,AutoClean,On,EV01013344_4473
1131,01/02/2025,01:31:46,0,AutoClean,Off,EV01013344_4473
1131,01/02/2025,01:31:47,0,AutoClean,On,EV01013344_4473
1131,01/02/2025,01:31:57,0,AutoClean,Off,EV01013344_4473
1131,01/02/2025,01:31:57,1,AutoRetract,On,EV01013344_4473
1131,01/02/2025,01:32:21,0,AutoDrillingCompleted,Event,EV01013344_4473
1131,01/02/2025,01:32:21,1,AutoRetract,Off,EV01013344_4473
1131,01/02/2025,01:32:24,0,MachineState,Idle,EV01013344_4473
1131,01/02/2025,01:32:25,0,MachineState,Positioning,EV01013344_4473
1131,01/02/2025,01:32:59,0,MachineState,Tramming,EV01013344_4473
1131,01/02/2025,01:33:26,0,MachineState,Positioning,EV01013344_4473
1132,01/02/2025,01:34:11,0,AutoCollar,On,EV01013844_4474
1132,01/02/2025,01:34:13,0,MachineState,RodHandling,EV01013844_4474
1132,01/02/2025,01:34:21,0,MachineState,Idle,EV01013844_4474
1132,01/02/2025,01:34:25,0,MachineState,Drilling,EV01013844_4474
1132,01/02/2025,01:35:03,0,AutoDrillingAbortedTeleremoteCommunicationDelayIsTooBig,Event,EV01013844_4474
1132,01/02/2025,01:35:03,1,AutoCollar,Off,EV01013844_4474
1132,01/02/2025,01:35:03,2,Autonomous,Off,EV01013844_4474
1132,01/02/2025,01:35:06,0,MachineState,Idle,EV01013844_4474
1132,01/02/2025,01:35:14,0,Autonomous,On,EV01013844_4474
1132,01/02/2025,01:35:15,0,AutoCollar,On,EV01013844_4474
1132,01/02/2025,01:35:15,1,MachineState,RodHandling,EV01013844_4474
1132,01/02/2025,01:35:20,0,MachineState,Idle,EV01013844_4474
1132,01/02/2025,01:35:34,0,MachineState,Drilling,EV01013844_4474
1132,01/02/2025,01:37:23,0,AutoDrillingAbortedTeleremoteCommunicationDelayIsTooBig,Event,EV01013844_4474
1132,01/02/2025,01:37:23,1,AutoCollar,Off,EV01013844_4474
1132,01/02/2025,01:37:23,2,Autonomous,Off,EV01013844_4474
1132,01/02/2025,01:37:26,0,MachineState,Idle,EV01013844_4474
1132,01/02/2025,01:37:34,0,Autonomous,On,EV01013844_4474
1132,01/02/2025,01:37:35,0,AutoCollar,On,EV01013844_4474
1132,01/02/2025,01:37:35,1,MachineState,RodHandling,EV01013844_4474
1132,01/02/2025,01:37:40,0,MachineState,Idle,EV01013844_4474
1132,01/02/2025,01:37:55,0,MachineState,Drilling,EV01013844_4474
1133,01/02/2025,01:40:31,0,AutoCollar,Off,EV01014344_4475
1133,01/02/2025,01:40:31,1,AutoClean,On,EV01014344_4475
1133,01/02/2025,01:41:00,0,AutoClean,Off,EV01014344_4475
1133,01/02/2025,01:41:00,1,AutoCollar,On,EV01014344_4475
1133,01/02/2025,01:41:00,2,AutoCollar,Off,EV01014344_4475
1133,01/02/2025,01:41:00,3,AutoDrill,On,EV01014344_4475
1133,01/02/2025,01:41:18,0,AutoDrill,Off,EV01014344_4475
1133,01/02/2025,01:41:18,1,AutoCollar,On,EV01014344_4475
1133,01/02/2025,01:41:22,0,AutoCollar,Off,EV01014344_4475
1133,01/02/2025,01:41:23,0,AutoClean,On,EV01014344_4475
1133,01/02/2025,01:41:43,0,AutoDrillingAbortedTeleremoteCommunicationDelayIsTooBig,Event,EV01014344_4475
1133,01/02/2025,01:41:43,1,AutoClean,Off,EV01014344_4475
1133,01/02/2025,01:41:43,2,Autonomous,Off,EV01014344_4475
1133,01/02/2025,01:41:46,0,MachineState,Idle,EV01014344_4475
1133,01/02/2025,01:41:57,0,Autonomous,On,EV01014344_4475
1133,01/02/2025,01:41:58,0,AutoRetract,On,EV01014344_4475
1133,01/02/2025,01:41:58,1,MachineState,RodHandling,EV01014344_4475
1133,01/02/2025,01:42:03,0,MachineState,Idle,EV01014344_4475
1133,01/02/2025,01:42:04,0,MachineState,RodHandling,EV01014344_4475
1133,01/02/2025,01:42:09,0,MachineState,Idle,EV01014344_4475
1133,01/02/2025,01:42:18,0,AutoDrillingCompleted,Event,EV01014344_4475
1133,01/02/2025,01:42:18,1,AutoRetract,Off,EV01014344_4475
1133,01/02/2025,01:42:18,2,MachineState,RodHandling,EV01014344_4475
1133,01/02/2025,01:42:22,0,MachineState,Positioning,EV01014344_4475
1133,01/02/2025,01:42:53,0,MachineState,Tramming,EV01014344_4475
1133,01/02/2025,01:43:19,0,MachineState,Positioning,EV01014344_4475
1134,01/02/2025,01:44:01,0,AutoCollar,On,EV01014844_4476
1134,01/02/2025,01:44:03,0,MachineState,RodHandling,EV01014844_4476
1134,01/02/2025,01:44:11,0,MachineState,Idle,EV01014844_4476
1134,01/02/2025,01:44:16,0,MachineState,Drilling,EV01014844_4476
1134,01/02/2025,01:47:51,0,AutoCollar,Off,EV01014844_4476
1134,01/02/2025,01:47:51,1,AutoClean,On,EV01014844_4476
1134,01/02/2025,01:48:20,0,AutoClean,Off,EV01014844_4476
1134,01/02/2025,01:48:20,1,AutoCollar,On,EV01014844_4476
1134,01/02/2025,01:48:20,2,AutoCollar,Off,EV01014844_4476
1134,01/02/2025,01:48:20,3,AutoDrill,On,EV01014844_4476
1134,01/02/2025,01:48:37,0,AutoDrill,Off,EV01014844_4476
1134,01/02/2025,01:48:37,1,AutoCollar,On,EV01014844_4476
1134,01/02/2025,01:48:40,0,AutoCollar,Off,EV01014844_4476
1134,01/02/2025,01:48:41,0,AutoClean,On,EV01014844_4476
1135,01/02/2025,01:49:11,0,AutoClean,Off,EV01015344_4477
1135,01/02/2025,01:49:13,0,AutoClean,On,EV01015344_4477
1135,01/02/2025,01:49:23,0,AutoClean,Off,EV01015344_4477
1135,01/02/2025,01:49:23,1,AutoRetract,On,EV01015344_4477
1135,01/02/2025,01:49:47,0,AutoDrillingCompleted,Event,EV01015344_4477
1135,01/02/2025,01:49:47,1,AutoRetract,Off,EV01015344_4477
1135,01/02/2025,01:49:50,0,MachineState,Idle,EV01015344_4477
1135,01/02/2025,01:49:51,0,MachineState,Positioning,EV01015344_4477
1135,01/02/2025,01:49:53,0,AdpeAbortedFromOpsLevers,Event,EV01015344_4477
1135,01/02/2025,01:49:54,0,Autonomous,Off,EV01015344_4477
1135,01/02/2025,01:49:57,0,MachineState,Idle,EV01015344_4477
1135,01/02/2025,01:52:46,0,Autonomous,On,EV01015344_4477
1135,01/02/2025,01:52:47,0,MachineState,Positioning,EV01015344_4477
1135,01/02/2025,01:53:16,0,MachineState,Tramming,EV01015344_4477
1136,01/02/2025,01:55:18,0,MachineState,Positioning,EV01015845_4478
1136,01/02/2025,01:56:12,0,AutoCollar,On,EV01015845_4478
1136,01/02/2025,01:56:14,0,MachineState,RodHandling,EV01015845_4478
1136,01/02/2025,01:56:22,0,MachineState,Idle,EV01015845_4478
1136,01/02/2025,01:56:27,0,MachineState,Drilling,EV01015845_4478
1137,01/02/2025,02:00:09,0,AutoCollar,Off,EV01020345_4479
1137,01/02/2025,02:00:09,1,AutoClean,On,EV01020345_4479
1137,01/02/2025,02:00:37,0,AutoClean,Off,EV01020345_4479
1137,01/02/2025,02:00:37,1,AutoCollar,On,EV01020345_4479
1137,01/02/2025,02:00:37,2,AutoCollar,Off,EV01020345_4479
1137,01/02/2025,02:00:37,3,AutoDrill,On,EV01020345_4479
1137,01/02/2025,02:00:49,0,AutoDrill,Off,EV01020345_4479
1137,01/02/2025,02:00:49,1,AutoCollar,On,EV01020345_4479
1137,01/02/2025,02:00:52,0,AutoCollar,Off,EV01020345_4479
1137,01/02/2025,02:00:53,0,AutoClean,On,EV01020345_4479
1137,01/02/2025,02:01:22,0,AutoClean,Off,EV01020345_4479
1137,01/02/2025,02:01:24,0,AutoClean,On,EV01020345_4479
1137,01/02/2025,02:01:34,0,AutoClean,Off,EV01020345_4479
1137,01/02/2025,02:01:34,1,AutoRetract,On,EV01020345_4479
